Call_ID;Date;Month_Year;Time;Country;Customer_ID;Category;Shift;Agent_ID;Queue_Time_sec;Talk_Time_min;Hold_Time_min;Duration_min;ACW_min;CSAT;FCR;NPS
CC_00071;1/01/2026;2026-01;9:21:33;Argentina;CUST_AR_2186;Problemas tecnicos;T1;AG_003;178;4.3;0.7;5.0;0.6;4;0;9
CC_00072;1/01/2026;2026-01;9:27:48;Republica Dominicana;CUST_RE_6668;Problemas tecnicos;T1;AG_003;61;5.5;1.2;6.7;0.7;5;1;9
CC_00073;1/01/2026;2026-01;9:33:41;El Salvador;CUST_EL_1513;Problemas tecnicos;T1;AG_002;87;3.4;1.0;4.4;0.5;1;1;9
CC_00074;1/01/2026;2026-01;9:35:16;Mexico;CUST_ME_4007;Promociones y descuentos;T1;AG_002;167;3.0;0.5;3.5;0.4;5;1;10
CC_00075;1/01/2026;2026-01;9:35:50;Chile;CUST_CH_7135;Gestion de suscripcion;T1;AG_004;175;4.4;0.7;5.1;0.7;5;1;9
CC_00076;1/01/2026;2026-01;9:43:10;Colombia;CUST_CO_7021;Gestion de suscripcion;T1;AG_002;81;1.6;0.4;2.0;0.7;2;1;10
CC_00077;1/01/2026;2026-01;9:46:13;Colombia;CUST_CO_8423;Acceso y cuenta;T1;AG_003;30;1.1;0.4;1.5;0.5;5;1;9
CC_00078;1/01/2026;2026-01;9:51:55;Chile;CUST_CH_3745;Problemas tecnicos;T1;AG_003;90;5.1;1.5;6.6;0.5;2;1;10
CC_00079;1/01/2026;2026-01;9:55:13;Mexico;CUST_ME_3058;Gestion de suscripcion;T1;AG_004;26;2.1;0.7;2.8;0.5;5;0;9
CC_00080;1/01/2026;2026-01;10:01:49;Mexico;CUST_ME_4649;Acceso y cuenta;T1;AG_008;124;4.9;1.3;6.2;0.4;5;1;10
CC_00081;1/01/2026;2026-01;10:04:17;Mexico;CUST_ME_3943;Acceso y cuenta;T1;AG_003;140;4.7;0.7;5.4;0.5;4;1;9
CC_00082;1/01/2026;2026-01;10:04:40;Colombia;CUST_CO_9423;Promociones y descuentos;T1;AG_004;148;5.2;0.8;6.0;0.4;5;1;10
CC_00083;1/01/2026;2026-01;10:08:14;Mexico;CUST_ME_7271;Promociones y descuentos;T2;AG_008;11;4.4;1.1;5.5;0.4;3;1;9
CC_00084;1/01/2026;2026-01;10:11:17;Mexico;CUST_ME_9909;Gestion de suscripcion;T1;AG_007;179;3.2;0.4;3.6;0.6;5;1;10
CC_00085;1/01/2026;2026-01;10:15:18;Mexico;CUST_ME_2195;Acceso y cuenta;T1;AG_008;39;7.1;1.0;8.1;0.5;4;1;9
CC_00086;1/01/2026;2026-01;10:15:47;Mexico;CUST_ME_5987;Acceso y cuenta;T1;AG_004;171;8.9;1.6;10.5;0.7;5;1;9
CC_00087;1/01/2026;2026-01;10:17:21;Mexico;CUST_ME_9641;Acceso y cuenta;T2;AG_006;46;5.1;1.7;6.8;0.6;2;1;9
CC_00088;1/01/2026;2026-01;10:19:22;Mexico;CUST_ME_8719;Gestion de suscripcion;T1;AG_004;115;1.9;0.4;2.3;0.3;5;1;10
CC_00089;1/01/2026;2026-01;10:19:44;Chile;CUST_CH_4441;Acceso y cuenta;T1;AG_007;171;1.4;0.4;1.8;0.6;3;1;10
CC_00090;1/01/2026;2026-01;10:20:14;Mexico;CUST_ME_1656;Problemas tecnicos;T2;AG_004;178;3.8;0.9;4.7;0.3;3;1;9
CC_00091;1/01/2026;2026-01;10:22:31;Venezuela;CUST_VE_5805;Problemas tecnicos;T2;AG_006;76;4.5;0.6;5.1;0.8;2;1;5
CC_00092;1/01/2026;2026-01;10:25:34;Colombia;CUST_CO_6676;Gestion de suscripcion;T1;AG_006;174;8.2;1.9;10.1;0.6;5;1;9
CC_00093;1/01/2026;2026-01;10:26:41;Mexico;CUST_ME_9106;Problemas tecnicos;T1;AG_003;148;4.0;1.0;5.0;0.4;1;0;10
CC_00094;1/01/2026;2026-01;10:27:03;Colombia;CUST_CO_9695;Acceso y cuenta;T1;AG_007;31;1.5;0.4;1.9;0.5;5;1;9
CC_00095;1/01/2026;2026-01;10:28:03;Mexico;CUST_ME_4100;Promociones y descuentos;T1;AG_003;86;1.2;0.4;1.6;0.8;3;1;9
CC_00096;1/01/2026;2026-01;10:29:40;Mexico;CUST_ME_2294;Gestion de suscripcion;T1;AG_002;79;4.2;0.5;4.7;0.5;1;0;9
CC_00097;1/01/2026;2026-01;10:30:52;Colombia;CUST_CO_5122;Promociones y descuentos;T2;AG_002;65;7.5;1.1;8.6;0.7;3;1;9
CC_00098;1/01/2026;2026-01;10:31:30;Mexico;CUST_ME_2258;Problemas tecnicos;T2;AG_006;106;5.2;0.8;6.0;0.6;1;1;1
CC_00099;1/01/2026;2026-01;10:34:26;Mexico;CUST_ME_7931;Problemas tecnicos;T1;AG_008;175;5.7;0.8;6.5;0.7;1;1;1
CC_00100;1/01/2026;2026-01;10:36:40;Argentina;CUST_AR_4520;Acceso y cuenta;T1;AG_007;169;2.9;1.0;3.9;0.7;4;0;9
CC_00101;1/01/2026;2026-01;10:39:08;Mexico;CUST_ME_3190;Acceso y cuenta;T2;AG_002;111;3.8;1.0;4.8;0.3;4;0;9
CC_00102;1/01/2026;2026-01;10:44:10;Peru;CUST_PE_1200;Acceso y cuenta;T1;AG_006;169;1.1;0.3;1.4;0.5;4;0;6
CC_00103;1/01/2026;2026-01;10:49:16;Mexico;CUST_ME_7646;Acceso y cuenta;T1;AG_006;162;1.7;0.3;2.0;0.3;4;0;10
CC_00104;1/01/2026;2026-01;10:53:40;Argentina;CUST_AR_3507;Acceso y cuenta;T2;AG_002;119;1.3;0.2;1.5;0.6;3;1;9
CC_00105;1/01/2026;2026-01;10:54:39;Argentina;CUST_AR_4423;Gestion de suscripcion;T2;AG_008;55;3.4;0.5;3.9;0.7;5;0;9
CC_00106;1/01/2026;2026-01;10:54:54;Mexico;CUST_ME_9439;Acceso y cuenta;T1;AG_006;130;1.4;0.2;1.6;0.3;5;1;10
CC_00107;1/01/2026;2026-01;10:55:25;Colombia;CUST_CO_9152;Acceso y cuenta;T1;AG_008;180;5.3;1.4;6.7;0.7;4;0;10
CC_00108;1/01/2026;2026-01;10:56:51;Venezuela;CUST_VE_3861;Problemas tecnicos;T1;AG_007;145;2.1;0.4;2.5;0.4;1;1;1
CC_00109;1/01/2026;2026-01;10:57:51;Mexico;CUST_ME_3966;Problemas tecnicos;T1;AG_002;161;2.8;0.6;3.4;0.4;2;1;9
CC_00110;1/01/2026;2026-01;10:58:15;Argentina;CUST_AR_6507;Problemas tecnicos;T2;AG_003;172;1.7;0.2;1.9;0.8;4;1;10
CC_00111;1/01/2026;2026-01;10:58:46;Mexico;CUST_ME_8686;Problemas tecnicos;T2;AG_006;18;5.9;0.8;6.7;0.5;4;0;10
CC_00112;1/01/2026;2026-01;10:59:30;Mexico;CUST_ME_3205;Promociones y descuentos;T1;AG_003;173;3.8;0.7;4.5;0.6;5;0;9
CC_00113;1/01/2026;2026-01;11:01:00;Colombia;CUST_CO_1472;Gestion de suscripcion;T2;AG_004;76;4.1;1.2;5.3;0.6;4;1;10
CC_00114;1/01/2026;2026-01;11:02:35;Mexico;CUST_ME_7400;Gestion de suscripcion;T2;AG_002;19;2.9;0.4;3.3;0.8;5;0;9
CC_00115;1/01/2026;2026-01;11:02:36;Mexico;CUST_ME_3294;Promociones y descuentos;T1;AG_004;77;2.8;0.3;3.1;0.6;5;1;9
CC_00116;1/01/2026;2026-01;11:04:21;Colombia;CUST_CO_5729;Acceso y cuenta;T1;AG_004;71;1.4;0.2;1.6;0.7;4;1;10
CC_00117;1/01/2026;2026-01;11:08:21;Argentina;CUST_AR_7010;Promociones y descuentos;T1;AG_007;50;4.7;0.9;5.6;0.4;3;1;10
CC_00118;1/01/2026;2026-01;11:08:36;Argentina;CUST_AR_2728;Gestion de suscripcion;T2;AG_002;84;9.5;2.2;11.7;0.3;4;1;9
CC_00119;1/01/2026;2026-01;11:10:16;Argentina;CUST_AR_1014;Problemas tecnicos;T1;AG_004;83;3.3;0.4;3.7;0.8;3;1;9
CC_00120;1/01/2026;2026-01;11:10:48;Mexico;CUST_ME_8094;Problemas tecnicos;T1;AG_006;23;2.7;0.3;3.0;0.6;5;0;9
CC_00121;1/01/2026;2026-01;11:11:13;Argentina;CUST_AR_3686;Gestion de suscripcion;T2;AG_003;11;5.0;1.3;6.3;0.4;5;1;9
CC_00122;1/01/2026;2026-01;11:12:02;Chile;CUST_CH_8123;Promociones y descuentos;T2;AG_006;156;2.0;0.5;2.5;0.5;4;0;9
CC_00123;1/01/2026;2026-01;11:13:07;Colombia;CUST_CO_8471;Gestion de suscripcion;T2;AG_007;130;1.5;0.3;1.8;0.4;4;1;10
CC_00124;1/01/2026;2026-01;11:15:03;Colombia;CUST_CO_1218;Acceso y cuenta;T2;AG_003;98;5.0;1.5;6.5;0.8;5;0;9
CC_00125;1/01/2026;2026-01;11:16:34;Argentina;CUST_AR_2634;Problemas tecnicos;T1;AG_003;179;1.1;0.3;1.4;0.6;4;1;9
CC_00126;1/01/2026;2026-01;11:16:55;Mexico;CUST_ME_6474;Problemas tecnicos;T2;AG_008;37;1.3;0.3;1.6;0.6;5;1;10
CC_00127;1/01/2026;2026-01;11:17:15;Argentina;CUST_AR_7304;Gestion de suscripcion;T2;AG_002;169;1.3;0.3;1.6;0.7;4;1;7
CC_00128;1/01/2026;2026-01;11:18:28;Mexico;CUST_ME_6440;Problemas tecnicos;T2;AG_002;43;2.8;0.8;3.6;0.4;4;1;9
CC_00129;1/01/2026;2026-01;11:18:50;Mexico;CUST_ME_7740;Promociones y descuentos;T1;AG_007;41;7.0;1.8;8.8;0.3;5;1;10
CC_00130;1/01/2026;2026-01;11:21:04;Mexico;CUST_ME_8848;Gestion de suscripcion;T2;AG_003;41;5.4;0.9;6.3;0.4;5;1;9
CC_00131;1/01/2026;2026-01;11:21:30;Mexico;CUST_ME_9327;Problemas tecnicos;T1;AG_004;20;1.3;0.3;1.6;0.7;3;1;4
CC_00132;1/01/2026;2026-01;11:21:51;Argentina;CUST_AR_6920;Promociones y descuentos;T2;AG_002;42;5.6;0.8;6.4;0.8;4;1;10
CC_00133;1/01/2026;2026-01;11:24:17;Mexico;CUST_ME_4667;Promociones y descuentos;T1;AG_008;41;1.2;0.3;1.5;0.3;4;1;7
CC_00134;1/01/2026;2026-01;11:25:01;Argentina;CUST_AR_6651;Acceso y cuenta;T1;AG_004;122;0.8;0.2;1.0;0.4;4;0;10
CC_00135;1/01/2026;2026-01;11:25:57;Mexico;CUST_ME_9608;Acceso y cuenta;T2;AG_006;103;8.9;1.1;10.0;0.4;4;1;9
CC_00136;1/01/2026;2026-01;11:26:14;Mexico;CUST_ME_9314;Gestion de suscripcion;T1;AG_008;163;2.1;0.5;2.6;0.3;2;1;9
CC_00137;1/01/2026;2026-01;11:29:15;Mexico;CUST_ME_3325;Promociones y descuentos;T2;AG_007;83;9.4;2.2;11.6;0.4;2;1;4
CC_00138;1/01/2026;2026-01;11:29:37;Colombia;CUST_CO_7460;Acceso y cuenta;T2;AG_006;62;2.6;0.8;3.4;0.4;3;1;10
CC_00139;1/01/2026;2026-01;11:30:09;Colombia;CUST_CO_9116;Problemas tecnicos;T1;AG_002;100;4.1;1.0;5.1;0.7;2;0;9
CC_00140;1/01/2026;2026-01;11:31:46;Mexico;CUST_ME_3326;Acceso y cuenta;T2;AG_008;123;4.0;1.2;5.2;0.3;2;1;9
CC_00141;1/01/2026;2026-01;11:32:01;Colombia;CUST_CO_4642;Gestion de suscripcion;T1;AG_008;167;2.3;0.6;2.9;0.6;5;1;8
CC_00142;1/01/2026;2026-01;11:33:20;Mexico;CUST_ME_8685;Acceso y cuenta;T2;AG_002;33;4.6;0.7;5.3;0.5;3;1;9
CC_00143;1/01/2026;2026-01;11:36:59;Argentina;CUST_AR_8070;Problemas tecnicos;T2;AG_006;55;3.6;1.1;4.7;0.6;4;1;9
CC_00144;1/01/2026;2026-01;11:38:04;Mexico;CUST_ME_3937;Acceso y cuenta;T1;AG_008;38;3.8;0.8;4.6;0.7;4;1;10
CC_00145;1/01/2026;2026-01;11:38:20;Mexico;CUST_ME_6515;Gestion de suscripcion;T2;AG_003;84;4.0;1.0;5.0;0.4;5;1;8
CC_00146;1/01/2026;2026-01;11:38:25;Chile;CUST_CH_4759;Problemas tecnicos;T2;AG_002;61;1.2;0.2;1.4;0.6;3;0;10
CC_00147;1/01/2026;2026-01;11:40:21;Colombia;CUST_CO_9016;Gestion de suscripcion;T1;AG_006;157;3.0;0.8;3.8;0.7;3;0;9
CC_00148;1/01/2026;2026-01;11:40:59;Mexico;CUST_ME_5558;Acceso y cuenta;T1;AG_007;7;3.2;0.6;3.8;0.7;5;1;9
CC_00149;1/01/2026;2026-01;11:41:27;Republica Dominicana;CUST_RE_3553;Acceso y cuenta;T1;AG_006;119;4.0;0.7;4.7;0.5;5;1;9
CC_00150;1/01/2026;2026-01;11:42:40;Mexico;CUST_ME_7230;Acceso y cuenta;T1;AG_003;138;4.1;0.7;4.8;0.6;2;1;9
CC_00151;1/01/2026;2026-01;11:42:41;Mexico;CUST_ME_1124;Promociones y descuentos;T1;AG_002;125;2.0;0.6;2.6;0.6;4;1;9
CC_00152;1/01/2026;2026-01;11:42:43;Colombia;CUST_CO_9455;Acceso y cuenta;T2;AG_008;141;4.7;0.7;5.4;0.6;3;1;5
CC_00153;1/01/2026;2026-01;11:44:27;Mexico;CUST_ME_3713;Problemas tecnicos;T1;AG_004;158;3.7;0.6;4.3;0.4;3;0;9
CC_00154;1/01/2026;2026-01;11:44:59;Mexico;CUST_ME_2751;Promociones y descuentos;T1;AG_008;80;3.3;0.8;4.1;0.7;4;1;9
CC_00155;1/01/2026;2026-01;11:48:04;Mexico;CUST_ME_6742;Acceso y cuenta;T2;AG_003;15;2.0;0.3;2.3;0.3;5;1;9
CC_00156;1/01/2026;2026-01;11:50:01;Colombia;CUST_CO_5127;Problemas tecnicos;T2;AG_002;70;2.4;0.4;2.8;0.7;4;1;9
CC_00157;1/01/2026;2026-01;11:50:06;Mexico;CUST_ME_5694;Problemas tecnicos;T1;AG_008;22;4.4;1.1;5.5;0.5;3;1;10
CC_00158;1/01/2026;2026-01;11:52:14;Costa Rica;CUST_CO_6690;Problemas tecnicos;T2;AG_007;145;1.0;0.2;1.2;0.5;2;0;9
CC_00159;1/01/2026;2026-01;11:52:18;Argentina;CUST_AR_4233;Acceso y cuenta;T2;AG_003;101;4.9;1.6;6.5;0.4;5;1;10
CC_00160;1/01/2026;2026-01;11:56:37;Mexico;CUST_ME_1140;Problemas tecnicos;T1;AG_008;148;10.4;1.5;11.9;0.3;3;0;4
CC_00161;1/01/2026;2026-01;11:58:26;Mexico;CUST_ME_5824;Acceso y cuenta;T1;AG_003;166;3.6;0.9;4.5;0.6;5;1;9
CC_00162;1/01/2026;2026-01;11:59:27;Colombia;CUST_CO_1594;Gestion de suscripcion;T1;AG_002;60;5.6;1.0;6.6;0.6;3;1;10
CC_00163;1/01/2026;2026-01;12:00:03;Mexico;CUST_ME_1686;Problemas tecnicos;T2;AG_007;61;4.9;1.2;6.1;0.6;5;0;9
CC_00164;1/01/2026;2026-01;12:01:18;Mexico;CUST_ME_6971;Acceso y cuenta;T2;AG_004;121;6.6;1.7;8.3;0.3;3;1;7
CC_00165;1/01/2026;2026-01;12:01:35;Argentina;CUST_AR_6936;Problemas tecnicos;T1;AG_008;34;1.2;0.4;1.6;0.6;5;1;9
CC_00166;1/01/2026;2026-01;12:01:43;Mexico;CUST_ME_9232;Problemas tecnicos;T2;AG_004;23;4.9;1.4;6.3;0.6;2;1;10
CC_00167;1/01/2026;2026-01;12:01:46;Colombia;CUST_CO_9295;Gestion de suscripcion;T2;AG_007;20;7.9;2.0;9.9;0.6;4;1;10
CC_00168;1/01/2026;2026-01;12:04:27;Colombia;CUST_CO_7298;Problemas tecnicos;T2;AG_006;168;3.4;0.5;3.9;0.7;4;0;9
CC_00169;1/01/2026;2026-01;12:08:53;Colombia;CUST_CO_2741;Gestion de suscripcion;T1;AG_007;99;5.8;1.0;6.8;0.7;5;1;9
CC_00170;1/01/2026;2026-01;12:11:07;Ecuador;CUST_EC_6443;Gestion de suscripcion;T2;AG_007;16;2.2;0.6;2.8;0.8;5;0;9
